TIENDA_ID,MESES_CUMPLIDOS,MESES_TOTALES,PORCENTAJE_CUMPLIMIENTO,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,geometry,densidad_varias_500m,oxxo_500m,dist_min_varias,dist_min_oxxo,buffer_500m,densidad_pob_500m
434,18,21,0.8571428571428571,5,C,Hogar,105.56,13,9,25.78113,-100.25848,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.25848 25.781129999999997),15,4,8.142544320371085,8.142544320371085,"POLYGON ((374315.43872651964 2852048.531888829, 374313.03108985577 2851999.523318664, 374305.83136672125 2851950.986727821, 374293.90889438574 2851903.389550202, 374277.37849277526 2851857.1901726467, 374256.3993586938 2851812.833520416, 374231.1735326709 2851770.746772319, 374201.943953201 2851731.3352467474, 374168.9921171129 2851694.978498236, 374132.6353686015 2851662.0266621476, 374093.22384302947 2851632.797082678, 374051.13709493267 2851607.571256655, 374006.7804427022 2851586.5921225734, 373960.5810651469 2851570.061720963, 373912.9838875277 2851558.1392486272, 373864.44729668443 2851550.939525493, 373815.43872651964 2851548.531888829, 373766.43015635485 2851550.939525493, 373717.89356551156 2851558.1392486272, 373670.2963878924 2851570.061720963, 373624.0970103371 2851586.5921225734, 373579.7403581066 2851607.571256655, 373537.6536100098 2851632.797082678, 373498.2420844378 2851662.0266621476, 373461.8853359264 2851694.978498236, 373428.9334998383 2851731.3352467474, 373399.7039203684 2851770.746772319, 373374.4780943455 2851812.833520416, 373353.498960264 2851857.1901726467, 373336.96855865355 2851903.389550202, 373325.04608631803 2851950.986727821, 373317.8463631835 2851999.523318664, 373315.43872651964 2852048.531888829, 373317.8463631835 2852097.540458994, 373325.04608631803 2852146.077049837, 373336.96855865355 2852193.674227456, 373353.498960264 2852239.8736050115, 373374.4780943455 2852284.230257242, 373399.7039203684 2852326.317005339, 373428.9334998383 2852365.728530911, 373461.8853359264 2852402.0852794223, 373498.2420844378 2852435.0371155106, 373537.6536100098 2852464.26669498, 373579.7403581066 2852489.4925210034, 373624.0970103371 2852510.4716550848, 373670.2963878924 2852527.002056695, 373717.89356551156 2852538.924529031, 373766.43015635485 2852546.124252165, 373815.43872651964 2852548.531888829, 373864.44729668443 2852546.124252165, 373912.9838875277 2852538.924529031, 373960.5810651469 2852527.002056695, 374006.7804427022 2852510.4716550848, 374051.13709493267 2852489.4925210034, 374093.22384302947 2852464.26669498, 374132.6353686015 2852435.0371155106, 374168.9921171129 2852402.0852794223, 374201.943953201 2852365.728530911, 374231.1735326709 2852326.317005339, 374256.3993586938 2852284.230257242, 374277.37849277526 2852239.8736050115, 374293.90889438574 2852193.674227456, 374305.83136672125 2852146.077049837, 374313.03108985577 2852097.540458994, 374315.43872651964 2852048.531888829))",354.6399014974683
435,21,21,1.0,3,C,Hogar,87.28,13,5,25.65787,-100.40572,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.40572 25.65787),4,2,7.253069880596667,7.253069880596667,"POLYGON ((359404.91691662435 2838545.5472480673, 359402.5092799605 2838496.5386779024, 359395.30955682596 2838448.0020870594, 359383.38708449044 2838400.4049094403, 359366.85668287997 2838354.205531885, 359345.8775487985 2838309.8488796544, 359320.6517227756 2838267.7621315573, 359291.4221433057 2838228.3506059856, 359258.4703072176 2838191.993857474, 359222.1135587062 2838159.042021386, 359182.7020331342 2838129.812441916, 359140.6152850374 2838104.586615893, 359096.2586328069 2838083.6074818117, 359050.0592552516 2838067.0770802014, 359002.46207763243 2838055.1546078655, 358953.92548678914 2838047.954884731, 358904.91691662435 2838045.5472480673, 358855.90834645956 2838047.954884731, 358807.3717556163 2838055.1546078655, 358759.7745779971 2838067.0770802014, 358713.5752004418 2838083.6074818117, 358669.2185482113 2838104.586615893, 358627.1318001145 2838129.812441916, 358587.7202745425 2838159.042021386, 358551.3635260311 2838191.993857474, 358518.411689943 2838228.3506059856, 358489.1821104731 2838267.7621315573, 358463.9562844502 2838309.8488796544, 358442.97715036874 2838354.205531885, 358426.44674875826 2838400.4049094403, 358414.52427642274 2838448.0020870594, 358407.3245532882 2838496.5386779024, 358404.91691662435 2838545.5472480673, 358407.3245532882 2838594.5558182322, 358414.52427642274 2838643.0924090752, 358426.44674875826 2838690.6895866944, 358442.97715036874 2838736.8889642498, 358463.9562844502 2838781.2456164802, 358489.1821104731 2838823.3323645773, 358518.411689943 2838862.743890149, 358551.3635260311 2838899.1006386606, 358587.7202745425 2838932.052474749, 358627.1318001145 2838961.2820542185, 358669.2185482113 2838986.5078802416, 358713.5752004418 2839007.487014323, 358759.7745779971 2839024.0174159333, 358807.3717556163 2839035.939888269, 358855.90834645956 2839043.1396114035, 358904.91691662435 2839045.5472480673, 358953.92548678914 2839043.1396114035, 359002.46207763243 2839035.939888269, 359050.0592552516 2839024.0174159333, 359096.2586328069 2839007.487014323, 359140.6152850374 2838986.5078802416, 359182.7020331342 2838961.2820542185, 359222.1135587062 2838932.052474749, 359258.4703072176 2838899.1006386606, 359291.4221433057 2838862.743890149, 359320.6517227756 2838823.3323645773, 359345.8775487985 2838781.2456164802, 359366.85668287997 2838736.8889642498, 359383.38708449044 2838690.6895866944, 359395.30955682596 2838643.0924090752, 359402.5092799605 2838594.5558182322, 359404.91691662435 2838545.5472480673))",235.26910797000195
436,21,21,1.0,3,BC,Hogar,84.445,13,5,25.54982,-100.22381,ClÃ¡sico,UT_TRAFICO_VEHICULAR,TRAIN,POINT (-100.22381 25.549819999999993),6,1,49.59620894927856,192.45459089802011,"POLYGON ((377555.0083628951 2826397.153802064, 377552.60072623123 2826348.145231899, 377545.4010030967 2826299.608641056, 377533.4785307612 2826252.0114634368, 377516.9481291507 2826205.8120858814, 377495.96899506927 2826161.455433651, 377470.74316904636 2826119.368685554, 377441.51358957647 2826079.957159982, 377408.5617534884 2826043.6004114705, 377372.20500497695 2826010.6485753823, 377332.79347940494 2825981.4189959127, 377290.70673130814 2825956.1931698895, 377246.35007907765 2825935.214035808, 377200.15070152236 2825918.683634198, 377152.5535239032 2825906.761161862, 377104.0169330599 2825899.5614387277, 377055.0083628951 2825897.153802064, 377005.9997927303 2825899.5614387277, 376957.46320188703 2825906.761161862, 376909.86602426786 2825918.683634198, 376863.6666467126 2825935.214035808, 376819.3099944821 2825956.1931698895, 376777.2232463853 2825981.4189959127, 376737.8117208133 2826010.6485753823, 376701.45497230184 2826043.6004114705, 376668.50313621375 2826079.957159982, 376639.27355674386 2826119.368685554, 376614.04773072095 2826161.455433651, 376593.0685966395 2826205.8120858814, 376576.538195029 2826252.0114634368, 376564.6157226935 2826299.608641056, 376557.415999559 2826348.145231899, 376555.0083628951 2826397.153802064, 376557.415999559 2826446.1623722287, 376564.6157226935 2826494.6989630717, 376576.538195029 2826542.296140691, 376593.0685966395 2826588.495518246, 376614.04773072095 2826632.8521704767, 376639.27355674386 2826674.938918574, 376668.50313621375 2826714.3504441455, 376701.45497230184 2826750.707192657, 376737.8117208133 2826783.6590287453, 376777.2232463853 2826812.888608215, 376819.3099944821 2826838.114434238, 376863.6666467126 2826859.0935683195, 376909.86602426786 2826875.6239699298, 376957.46320188703 2826887.5464422656, 377005.9997927303 2826894.7461654, 377055.0083628951 2826897.153802064, 377104.0169330599 2826894.7461654, 377152.5535239032 2826887.5464422656, 377200.15070152236 2826875.6239699298, 377246.35007907765 2826859.0935683195, 377290.70673130814 2826838.114434238, 377332.79347940494 2826812.888608215, 377372.20500497695 2826783.6590287453, 377408.5617534884 2826750.707192657, 377441.51358957647 2826714.3504441455, 377470.74316904636 2826674.938918574, 377495.96899506927 2826632.8521704767, 377516.9481291507 2826588.495518246, 377533.4785307612 2826542.296140691, 377545.4010030967 2826494.6989630717, 377552.60072623123 2826446.1623722287, 377555.0083628951 2826397.153802064))",42.51301575794763
437,21,21,1.0,4,D,Hogar,132.58,13,10,25.6505,-100.19497,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.19497 25.650500000000005),17,3,18.56764944692373,18.56764944692373,"POLYGON ((380553.0686909909 2837521.361883617, 380550.66105432704 2837472.353313452, 380543.4613311925 2837423.816722609, 380531.538858857 2837376.21954499, 380515.0084572465 2837330.0201674346, 380494.0293231651 2837285.663515204, 380468.80349714216 2837243.576767107, 380439.5739176723 2837204.1652415353, 380406.6220815842 2837167.8084930237, 380370.26533307275 2837134.8566569355, 380330.85380750074 2837105.627077466, 380288.76705940394 2837080.4012514427, 380244.41040717345 2837059.4221173613, 380198.21102961816 2837042.891715751, 380150.613851999 2837030.969243415, 380102.0772611557 2837023.769520281, 380053.0686909909 2837021.361883617, 380004.0601208261 2837023.769520281, 379955.52352998283 2837030.969243415, 379907.92635236366 2837042.891715751, 379861.7269748084 2837059.4221173613, 379817.3703225779 2837080.4012514427, 379775.2835744811 2837105.627077466, 379735.8720489091 2837134.8566569355, 379699.51530039764 2837167.8084930237, 379666.56346430955 2837204.1652415353, 379637.33388483967 2837243.576767107, 379612.10805881675 2837285.663515204, 379591.1289247353 2837330.0201674346, 379574.5985231248 2837376.21954499, 379562.6760507893 2837423.816722609, 379555.4763276548 2837472.353313452, 379553.0686909909 2837521.361883617, 379555.4763276548 2837570.370453782, 379562.6760507893 2837618.907044625, 379574.5985231248 2837666.504222244, 379591.1289247353 2837712.7035997994, 379612.10805881675 2837757.06025203, 379637.33388483967 2837799.147000127, 379666.56346430955 2837838.5585256987, 379699.51530039764 2837874.9152742103, 379735.8720489091 2837907.8671102985, 379775.2835744811 2837937.096689768, 379817.3703225779 2837962.3225157913, 379861.7269748084 2837983.3016498727, 379907.92635236366 2837999.832051483, 379955.52352998283 2838011.754523819, 380004.0601208261 2838018.954246953, 380053.0686909909 2838021.361883617, 380102.0772611557 2838018.954246953, 380150.613851999 2838011.754523819, 380198.21102961816 2837999.832051483, 380244.41040717345 2837983.3016498727, 380288.76705940394 2837962.3225157913, 380330.85380750074 2837937.096689768, 380370.26533307275 2837907.8671102985, 380406.6220815842 2837874.9152742103, 380439.5739176723 2837838.5585256987, 380468.80349714216 2837799.147000127, 380494.0293231651 2837757.06025203, 380515.0084572465 2837712.7035997994, 380531.538858857 2837666.504222244, 380543.4613311925 2837618.907044625, 380550.66105432704 2837570.370453782, 380553.0686909909 2837521.361883617))",232.81522590967413
438,21,21,1.0,1,C,Hogar,117.61,13,7,25.69605,-100.21036,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.21036 25.696050000000003),11,3,6.556127679037431,6.556127679037431,"POLYGON ((379054.30807775847 2842580.2574883173, 379051.9004410946 2842531.2489181524, 379044.7007179601 2842482.7123273094, 379032.77824562456 2842435.1151496903, 379016.2478440141 2842388.915772135, 378995.2687099326 2842344.5591199044, 378970.0428839097 2842302.4723718073, 378940.8133044398 2842263.0608462356, 378907.86146835174 2842226.704097724, 378871.5047198403 2842193.752261636, 378832.0931942683 2842164.522682166, 378790.0064461715 2842139.296856143, 378745.649793941 2842118.3177220616, 378699.4504163857 2842101.7873204513, 378651.85323876655 2842089.8648481155, 378603.31664792326 2842082.665124981, 378554.30807775847 2842080.2574883173, 378505.2995075937 2842082.665124981, 378456.7629167504 2842089.8648481155, 378409.1657391312 2842101.7873204513, 378362.96636157593 2842118.3177220616, 378318.60970934544 2842139.296856143, 378276.52296124864 2842164.522682166, 378237.11143567663 2842193.752261636, 378200.7546871652 2842226.704097724, 378167.8028510771 2842263.0608462356, 378138.5732716072 2842302.4723718073, 378113.3474455843 2842344.5591199044, 378092.36831150285 2842388.915772135, 378075.8379098924 2842435.1151496903, 378063.91543755686 2842482.7123273094, 378056.71571442235 2842531.2489181524, 378054.30807775847 2842580.2574883173, 378056.71571442235 2842629.266058482, 378063.91543755686 2842677.802649325, 378075.8379098924 2842725.3998269443, 378092.36831150285 2842771.5992044997, 378113.3474455843 2842815.95585673, 378138.5732716072 2842858.0426048273, 378167.8028510771 2842897.454130399, 378200.7546871652 2842933.8108789106, 378237.11143567663 2842966.762714999, 378276.52296124864 2842995.9922944685, 378318.60970934544 2843021.2181204916, 378362.96636157593 2843042.197254573, 378409.1657391312 2843058.7276561833, 378456.7629167504 2843070.650128519, 378505.2995075937 2843077.8498516534, 378554.30807775847 2843080.2574883173, 378603.31664792326 2843077.8498516534, 378651.85323876655 2843070.650128519, 378699.4504163857 2843058.7276561833, 378745.649793941 2843042.197254573, 378790.0064461715 2843021.2181204916, 378832.0931942683 2842995.9922944685, 378871.5047198403 2842966.762714999, 378907.86146835174 2842933.8108789106, 378940.8133044398 2842897.454130399, 378970.0428839097 2842858.0426048273, 378995.2687099326 2842815.95585673, 379016.2478440141 2842771.5992044997, 379032.77824562456 2842725.3998269443, 379044.7007179601 2842677.802649325, 379051.9004410946 2842629.266058482, 379054.30807775847 2842580.2574883173))",208.77891844268464
439,21,21,1.0,1,C,Hogar,115.55,13,11,25.71549,-100.20702,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.20702 25.71549),10,2,304.5311443809794,421.1008707,"POLYGON ((379409.14662139444 2844730.261235694, 379406.73898473056 2844681.252665529, 379399.53926159604 2844632.716074686, 379387.61678926053 2844585.118897067, 379371.08638765005 2844538.9195195115, 379350.1072535686 2844494.562867281, 379324.8814275457 2844452.476119184, 379295.6518480758 2844413.064593612, 379262.7000119877 2844376.7078451007, 379226.3432634763 2844343.7560090125, 379186.93173790426 2844314.526429543, 379144.84498980746 2844289.3006035197, 379100.488337577 2844268.3214694383, 379054.2889600217 2844251.791067828, 379006.6917824025 2844239.868595492, 378958.1551915592 2844232.668872358, 378909.14662139444 2844230.261235694, 378860.13805122965 2844232.668872358, 378811.60146038636 2844239.868595492, 378764.0042827672 2844251.791067828, 378717.8049052119 2844268.3214694383, 378673.4482529814 2844289.3006035197, 378631.3615048846 2844314.526429543, 378591.9499793126 2844343.7560090125, 378555.59323080117 2844376.7078451007, 378522.6413947131 2844413.064593612, 378493.4118152432 2844452.476119184, 378468.1859892203 2844494.562867281, 378447.2068551388 2844538.9195195115, 378430.67645352834 2844585.118897067, 378418.7539811928 2844632.716074686, 378411.5542580583 2844681.252665529, 378409.14662139444 2844730.261235694, 378411.5542580583 2844779.269805859, 378418.7539811928 2844827.806396702, 378430.67645352834 2844875.403574321, 378447.2068551388 2844921.6029518764, 378468.1859892203 2844965.959604107, 378493.4118152432 2845008.046352204, 378522.6413947131 2845047.4578777757, 378555.59323080117 2845083.814626287, 378591.9499793126 2845116.7664623754, 378631.3615048846 2845145.996041845, 378673.4482529814 2845171.221867868, 378717.8049052119 2845192.2010019496, 378764.0042827672 2845208.73140356, 378811.60146038636 2845220.653875896, 378860.13805122965 2845227.85359903, 378909.14662139444 2845230.261235694, 378958.1551915592 2845227.85359903, 379006.6917824025 2845220.653875896, 379054.2889600217 2845208.73140356, 379100.488337577 2845192.2010019496, 379144.84498980746 2845171.221867868, 379186.93173790426 2845145.996041845, 379226.3432634763 2845116.7664623754, 379262.7000119877 2845083.814626287, 379295.6518480758 2845047.4578777757, 379324.8814275457 2845008.046352204, 379350.1072535686 2844965.959604107, 379371.08638765005 2844921.6029518764, 379387.61678926053 2844875.403574321, 379399.53926159604 2844827.806396702, 379406.73898473056 2844779.269805859, 379409.14662139444 2844730.261235694))",309.49176580601136
441,18,21,0.8571428571428571,1,CD,Hogar,111.48,13,8,25.72353,-100.17124,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.17124 25.723530000000004),10,3,87.27679344481206,87.27679344481206,"POLYGON ((383006.8927511254 2845588.3903829274, 383004.4851144615 2845539.3818127625, 382997.285391327 2845490.8452219195, 382985.3629189915 2845443.2480443004, 382968.832517381 2845397.048666745, 382947.85338329955 2845352.6920145145, 382922.62755727663 2845310.6052664174, 382893.39797780674 2845271.1937408457, 382860.44614171865 2845234.836992334, 382824.0893932072 2845201.885156246, 382784.6778676352 2845172.6555767762, 382742.5911195384 2845147.429750753, 382698.2344673079 2845126.4506166717, 382652.03508975264 2845109.9202150614, 382604.43791213346 2845097.9977427255, 382555.9013212902 2845090.7980195913, 382506.8927511254 2845088.3903829274, 382457.8841809606 2845090.7980195913, 382409.3475901173 2845097.9977427255, 382361.75041249814 2845109.9202150614, 382315.55103494285 2845126.4506166717, 382271.19438271236 2845147.429750753, 382229.10763461556 2845172.6555767762, 382189.69610904355 2845201.885156246, 382153.3393605321 2845234.836992334, 382120.387524444 2845271.1937408457, 382091.15794497414 2845310.6052664174, 382065.9321189512 2845352.6920145145, 382044.9529848698 2845397.048666745, 382028.4225832593 2845443.2480443004, 382016.5001109238 2845490.8452219195, 382009.30038778926 2845539.3818127625, 382006.8927511254 2845588.3903829274, 382009.30038778926 2845637.3989530923, 382016.5001109238 2845685.9355439353, 382028.4225832593 2845733.5327215544, 382044.9529848698 2845779.73209911, 382065.9321189512 2845824.0887513403, 382091.15794497414 2845866.1754994374, 382120.387524444 2845905.587025009, 382153.3393605321 2845941.9437735206, 382189.69610904355 2845974.895609609, 382229.10763461556 2846004.1251890785, 382271.19438271236 2846029.3510151017, 382315.55103494285 2846050.330149183, 382361.75041249814 2846066.8605507934, 382409.3475901173 2846078.783023129, 382457.8841809606 2846085.9827462635, 382506.8927511254 2846088.3903829274, 382555.9013212902 2846085.9827462635, 382604.43791213346 2846078.783023129, 382652.03508975264 2846066.8605507934, 382698.2344673079 2846050.330149183, 382742.5911195384 2846029.3510151017, 382784.6778676352 2846004.1251890785, 382824.0893932072 2845974.895609609, 382860.44614171865 2845941.9437735206, 382893.39797780674 2845905.587025009, 382922.62755727663 2845866.1754994374, 382947.85338329955 2845824.0887513403, 382968.832517381 2845779.73209911, 382985.3629189915 2845733.5327215544, 382997.285391327 2845685.9355439353, 383004.4851144615 2845637.3989530923, 383006.8927511254 2845588.3903829274))",262.48417493184644
442,20,21,0.9523809523809523,3,C,Hogar,85.8625,13,5,25.65022,-100.2928,Parada TÃ©cnica,UT_TRAFICO_PEATONAL,TRAIN,POINT (-100.2928 25.650220000000004),15,3,73.02435681634627,81.33853686401143,"POLYGON ((370731.9210438015 2837582.6591101214, 370729.51340713765 2837533.6505399565, 370722.31368400314 2837485.1139491135, 370710.3912116676 2837437.5167714944, 370693.86081005714 2837391.317393939, 370672.8816759757 2837346.9607417085, 370647.6558499528 2837304.8739936114, 370618.4262704829 2837265.4624680397, 370585.4744343948 2837229.105719528, 370549.11768588336 2837196.15388344, 370509.70616031135 2837166.9243039703, 370467.61941221455 2837141.698477947, 370423.26275998406 2837120.7193438658, 370377.0633824288 2837104.1889422555, 370329.4662048096 2837092.2664699196, 370280.9296139663 2837085.0667467853, 370231.9210438015 2837082.6591101214, 370182.91247363674 2837085.0667467853, 370134.37588279345 2837092.2664699196, 370086.7787051743 2837104.1889422555, 370040.579327619 2837120.7193438658, 369996.2226753885 2837141.698477947, 369954.1359272917 2837166.9243039703, 369914.7244017197 2837196.15388344, 369878.36765320826 2837229.105719528, 369845.41581712017 2837265.4624680397, 369816.1862376503 2837304.8739936114, 369790.96041162737 2837346.9607417085, 369769.9812775459 2837391.317393939, 369753.45087593544 2837437.5167714944, 369741.5284035999 2837485.1139491135, 369734.3286804654 2837533.6505399565, 369731.9210438015 2837582.6591101214, 369734.3286804654 2837631.6676802863, 369741.5284035999 2837680.2042711293, 369753.45087593544 2837727.8014487484, 369769.9812775459 2837774.000826304, 369790.96041162737 2837818.3574785343, 369816.1862376503 2837860.4442266314, 369845.41581712017 2837899.855752203, 369878.36765320826 2837936.2125007147, 369914.7244017197 2837969.164336803, 369954.1359272917 2837998.3939162726, 369996.2226753885 2838023.6197422957, 370040.579327619 2838044.598876377, 370086.7787051743 2838061.1292779874, 370134.37588279345 2838073.0517503233, 370182.91247363674 2838080.2514734576, 370231.9210438015 2838082.6591101214, 370280.9296139663 2838080.2514734576, 370329.4662048096 2838073.0517503233, 370377.0633824288 2838061.1292779874, 370423.26275998406 2838044.598876377, 370467.61941221455 2838023.6197422957, 370509.70616031135 2837998.3939162726, 370549.11768588336 2837969.164336803, 370585.4744343948 2837936.2125007147, 370618.4262704829 2837899.855752203, 370647.6558499528 2837860.4442266314, 370672.8816759757 2837818.3574785343, 370693.86081005714 2837774.000826304, 370710.3912116676 2837727.8014487484, 370722.31368400314 2837680.2042711293, 370729.51340713765 2837631.6676802863, 370731.9210438015 2837582.6591101214))",156.41071693201022
443,21,21,1.0,3,A,Hogar,101.16,13,5,25.65795,-100.43849,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.43849 25.657949999999996),5,0,137.57658286545092,1131.4269405532486,"POLYGON ((356115.3891337231 2838589.7695278195, 356112.9814970592 2838540.7609576546, 356105.7817739247 2838492.2243668116, 356093.8593015892 2838444.6271891925, 356077.3288999787 2838398.427811637, 356056.34976589726 2838354.0711594066, 356031.12393987435 2838311.9844113095, 356001.89436040446 2838272.5728857378, 355968.9425243164 2838236.216137226, 355932.58577580494 2838203.264301138, 355893.1742502329 2838174.0347216683, 355851.0875021361 2838148.808895645, 355806.73084990564 2838127.829761564, 355760.53147235035 2838111.2993599535, 355712.9342947312 2838099.3768876176, 355664.3977038879 2838092.1771644833, 355615.3891337231 2838089.7695278195, 355566.3805635583 2838092.1771644833, 355517.843972715 2838099.3768876176, 355470.24679509585 2838111.2993599535, 355424.04741754057 2838127.829761564, 355379.6907653101 2838148.808895645, 355337.6040172133 2838174.0347216683, 355298.19249164127 2838203.264301138, 355261.83574312984 2838236.216137226, 355228.88390704175 2838272.5728857378, 355199.65432757186 2838311.9844113095, 355174.42850154894 2838354.0711594066, 355153.4493674675 2838398.427811637, 355136.918965857 2838444.6271891925, 355124.9964935215 2838492.2243668116, 355117.796770387 2838540.7609576546, 355115.3891337231 2838589.7695278195, 355117.796770387 2838638.7780979844, 355124.9964935215 2838687.3146888274, 355136.918965857 2838734.9118664465, 355153.4493674675 2838781.111244002, 355174.42850154894 2838825.4678962324, 355199.65432757186 2838867.5546443295, 355228.88390704175 2838906.966169901, 355261.83574312984 2838943.3229184127, 355298.19249164127 2838976.274754501, 355337.6040172133 2839005.5043339706, 355379.6907653101 2839030.7301599937, 355424.04741754057 2839051.709294075, 355470.24679509585 2839068.2396956854, 355517.843972715 2839080.1621680213, 355566.3805635583 2839087.3618911556, 355615.3891337231 2839089.7695278195, 355664.3977038879 2839087.3618911556, 355712.9342947312 2839080.1621680213, 355760.53147235035 2839068.2396956854, 355806.73084990564 2839051.709294075, 355851.0875021361 2839030.7301599937, 355893.1742502329 2839005.5043339706, 355932.58577580494 2838976.274754501, 355968.9425243164 2838943.3229184127, 356001.89436040446 2838906.966169901, 356031.12393987435 2838867.5546443295, 356056.34976589726 2838825.4678962324, 356077.3288999787 2838781.111244002, 356093.8593015892 2838734.9118664465, 356105.7817739247 2838687.3146888274, 356112.9814970592 2838638.7780979844, 356115.3891337231 2838589.7695278195))",93.18326042585352
444,21,21,1.0,3,D,Hogar,110.4725,13,8,25.5866,-100.24493,Hogar ReuniÃ³n,UT_DENSIDAD,TRAIN,POINT (-100.24493 25.5866),11,3,220.2040006276393,225.2974659833311,"POLYGON ((375471.2715308935 2830490.391756058, 375468.86389422964 2830441.3831858933, 375461.6641710951 2830392.8465950503, 375449.7416987596 2830345.249417431, 375433.21129714913 2830299.050039876, 375412.2321630677 2830254.6933876453, 375387.00633704476 2830212.606639548, 375357.7767575749 2830173.1951139765, 375324.8249214868 2830136.838365465, 375288.46817297535 2830103.8865293767, 375249.05664740334 2830074.656949907, 375206.96989930654 2830049.431123884, 375162.61324707605 2830028.4519898025, 375116.41386952077 2830011.921588192, 375068.8166919016 2829999.9991158564, 375020.2801010583 2829992.799392722, 374971.2715308935 2829990.391756058, 374922.2629607287 2829992.799392722, 374873.72636988544 2829999.9991158564, 374826.12919226626 2830011.921588192, 374779.929814711 2830028.4519898025, 374735.5731624805 2830049.431123884, 374693.4864143837 2830074.656949907, 374654.0748888117 2830103.8865293767, 374617.71814030025 2830136.838365465, 374584.76630421216 2830173.1951139765, 374555.53672474227 2830212.606639548, 374530.31089871936 2830254.6933876453, 374509.3317646379 2830299.050039876, 374492.8013630274 2830345.249417431, 374480.8788906919 2830392.8465950503, 374473.6791675574 2830441.3831858933, 374471.2715308935 2830490.391756058, 374473.6791675574 2830539.400326223, 374480.8788906919 2830587.936917066, 374492.8013630274 2830635.534094685, 374509.3317646379 2830681.7334722406, 374530.31089871936 2830726.090124471, 374555.53672474227 2830768.176872568, 374584.76630421216 2830807.58839814, 374617.71814030025 2830843.9451466515, 374654.0748888117 2830876.8969827397, 374693.4864143837 2830906.1265622093, 374735.5731624805 2830931.3523882325, 374779.929814711 2830952.331522314, 374826.12919226626 2830968.861923924, 374873.72636988544 2830980.78439626, 374922.2629607287 2830987.9841193943, 374971.2715308935 2830990.391756058, 375020.2801010583 2830987.9841193943, 375068.8166919016 2830980.78439626, 375116.41386952077 2830968.861923924, 375162.61324707605 2830952.331522314, 375206.96989930654 2830931.3523882325, 375249.05664740334 2830906.1265622093, 375288.46817297535 2830876.8969827397, 375324.8249214868 2830843.9451466515, 375357.7767575749 2830807.58839814, 375387.00633704476 2830768.176872568, 375412.2321630677 2830726.090124471, 375433.21129714913 2830681.7334722406, 375449.7416987596 2830635.534094685, 375461.6641710951 2830587.936917066, 375468.86389422964 2830539.400326223, 375471.2715308935 2830490.391756058))",156.06638535110554
